productID,brandID,attribute1,attribute2,clickVolume,avgOriginalUnitPrice,avgFinalUnitPrice,ma14SalesVolume,weekday,meanAge,gender,meanEducation,maritalStatus,plus,meanPurchasePower,meanUserLevel,meanCityLevel,sales
59,30,3,80,267,109,76,51.28571429,7,30,0,3,0,0,2,3,2.5,2
70,21,3,60,307,166,134,9.928571429,5,30,0.333333333,2.666666667,0.333333333,0.333333333,2,3,2.333333333,3
32,25,3,80,277,79.9,63.11111111,34.42857143,1,35,0.25,3,0.875,0.444444444,2.25,3,2,9
50,8,3,100,6545,148.9404762,80.44345238,129.7142857,1,34.00884956,0.314159292,2.985849057,0.596330275,0.235772358,2.248847926,2.768292683,2.118483412,336
53,3,3,100,845,105,102.5714286,6.857142857,6,31.66666667,0.166666667,3,0.333333333,0.285714286,2.333333333,1.571428571,2,7
45,2,3,60,666,69,58.18571429,7.357142857,5,32.22222222,0.111111111,2.888888889,0.125,0.181818182,2.125,2.6,2.5,14
52,32,3,100,1104,250,179.6363636,18.57142857,1,28.88888889,0.166666667,3.125,0.588235294,0.263157895,2.352941176,2.666666667,2.055555556,22
26,2,3,100,655,59,44.34384615,46.92857143,4,25.29411765,0.058823529,2.9375,0.411764706,0.157894737,2.588235294,2.210526316,2.25,26
59,30,3,80,600,109,59.33333333,4.571428571,2,33.33333333,0.166666667,3.166666667,0.5,0.125,2.5,3.5,2.666666667,9
53,3,3,100,3676,105,64.79787234,32.5,2,32.02777778,0.194444444,3.073529412,0.611940299,0.32,2.223880597,2.866666667,2,94
59,30,3,80,717,109,63,6,4,29.09090909,0.272727273,3,0.3,0.181818182,2.3,2.545454545,2.272727273,11
53,3,3,100,526,105,85,4.714285714,5,42.75,0,3.25,1,0.5,2.125,2.625,2.142857143,8
24,10,3,100,2346,89,61.29795181,122.5714286,2,29.80392157,0.274509804,3.081632653,0.44,0.293103448,2.183673469,2.714285714,2.1875,83
76,29,3,70,104,68,35,4.571428571,3,30,0,3,0.333333333,0,2.333333333,2.333333333,1,3
23,25,3,100,258,69.9,59.9,18,5,25,0.5,3.5,0,0.5,2,3,1.5,2
34,15,2,80,5069,59,44.40322581,107.8571429,7,32.35643564,0.18,2.563218391,0.510869565,0.059322034,2.450549451,1.948717949,2.604651163,124
8,8,2,70,268,39,38.64285714,36.78571429,5,33.81818182,0.181818182,2.6,0.727272727,0.071428571,2.272727273,2.285714286,2.454545455,14
32,25,3,80,960,79.9,69.49259259,17.5,2,34.16666667,0.166666667,3.363636364,0.826086957,0.222222222,2.304347826,2.851851852,2.041666667,27
64,12,3,100,4494,99,32.29527972,112,7,29.68421053,0.2,3.079545455,0.442622951,0.289340102,2.276243094,2.543147208,2.139664804,286
28,18,3,60,391,119,70.46666667,11,4,29.23076923,0.153846154,3,0.307692308,0.357142857,2.384615385,2.785714286,1.923076923,15
74,2,3,60,431,69,53.43,13,3,28.57142857,0,3.142857143,0.357142857,0.125,2.285714286,2.928571429,1.916666667,20
33,17,2,60,121,89,69.432,3.071428571,7,47.33333333,0.666666667,3.333333333,0.666666667,0.75,2,3,1.666666667,5
45,2,3,60,178,69,69,16.07142857,4,23.33333333,0.333333333,3,0,0.333333333,2.666666667,2.666666667,2.333333333,3
61,19,4,100,237,210,210,6.714285714,4,32.5,0,2.75,0.5,0,2,2,2.5,5
74,2,3,60,501,69,57.61333333,8.857142857,5,31,0.136363636,2.9,0.476190476,0.25,2.3,2.5,2.25,27
9,9,4,100,882,170,110.8052632,38.85714286,6,31.33333333,0.133333333,3.071428571,0.692307692,0.277777778,2.153846154,2.5,2.214285714,19
0,4,3,90,207,129,127,11,4,35,0.5,4,1,0.666666667,2,3.333333333,1.5,3
28,18,3,60,250,119,85.83333333,13.64285714,2,35.5,0,3,0.5,0.25,2,2.25,2.25,6
2,24,3,100,6668,297.6666667,243.6025157,296.2142857,5,29.79104478,0.28358209,3.032786885,0.410852713,0.217105263,2.19379845,2.74,2.008064516,159
45,2,3,60,449,62.82631579,56.95263158,6.857142857,6,27.14285714,0.142857143,3,0.461538462,0.235294118,2.461538462,3.3125,2.166666667,38
76,29,3,70,489,68,33.16533333,12.57142857,5,34.33333333,0.333333333,3.363636364,0.636363636,0.307692308,2.272727273,2.769230769,2.333333333,15
75,24,3,100,2037,178,160.6982456,191.3571429,7,30.85714286,0.224489796,3.046511628,0.555555556,0.288461538,2.133333333,2.519230769,1.958333333,57
38,29,3,80,233,69,42.20333333,22.92857143,4,32.5,0.25,2.857142857,0.571428571,0.25,2.142857143,3.5,2,12
24,10,3,100,2558,86.01818182,63.57424242,102.5714286,5,26.92307692,0.25,2.916666667,0.375,0.180851064,2.229166667,5.369565217,2.3125,132
55,28,2,40,671,329,148,18.85714286,5,34.28571429,0.142857143,3.333333333,0.714285714,0.428571429,2,3,2,8
63,22,3,100,2697,136.6,85.73688172,53.71428571,2,30.65671642,0.52238806,3,0.412698413,0.256410256,2.222222222,3.532467532,2.265625,93
28,18,3,60,209,117.3333333,68.91666667,11.92857143,4,30,0.3,3.4,0.6,0.416666667,2,3.583333333,1.9,12
24,10,3,100,2092,89,47.07666667,127.9285714,7,28.18181818,0.220779221,3.112676056,0.453333333,0.234567901,2.333333333,2.567901235,2.131578947,90
15,30,3,80,445,109,67,103.7857143,7,40,0,4,1,0.5,2,2.5,2,2
27,25,3,60,1882,79.9,41.68070175,128.5714286,1,29.8974359,0.256410256,3.04,0.410958904,0.341463415,2.260273973,2.790123457,2.309859155,114
12,2,3,90,193,69,59.93333333,12.35714286,3,23.33333333,0,3.333333333,0.333333333,0.333333333,2,2.333333333,3.333333333,3
65,24,3,100,835,240,191.375,7.428571429,1,30,0.375,3,0.625,0.375,2,2.875,2.125,8
5,11,3,100,701,167,127.55,15.14285714,3,36.66666667,0.444444444,3,0.375,0.083333333,2.375,2.083333333,2.333333333,20
14,22,1,60,388,54.195,44.59,28.28571429,4,33.55555556,0.333333333,2.75,0.285714286,0,2.428571429,2.727272727,2.111111111,14
34,15,2,80,4127,59,35.35671141,111.3571429,2,34.94285714,0.214285714,2.636363636,0.62295082,0.164705882,2.517241379,2.023529412,2.916666667,149
58,24,3,100,884,198,162.8257143,47.07142857,5,32.58064516,0.096774194,3.214285714,0.551724138,0.323529412,2.275862069,2.727272727,2.064516129,35
33,17,2,60,877,89,67.29130435,25.64285714,5,32.625,0.4375,3.071428571,0.5625,0.136363636,2.357142857,2.5,2.066666667,23
27,25,3,60,1967,79.9,42.25514019,115.4285714,7,31.17021277,0.308510638,3.113636364,0.539325843,0.255102041,2.261363636,2.5,2.113636364,107
25,17,2,60,768,39.9,32.26666667,29.14285714,4,33.04347826,0.565217391,3.095238095,0.454545455,0.346153846,2.318181818,3,2.347826087,30
46,8,2,60,4917,79.72722222,64.4425,94.64285714,3,36.66666667,0.283018868,2.905405405,0.632258065,0.173684211,2.288590604,2.684210526,2.198630137,216
23,25,3,100,1255,69.46521739,59.42173913,14.92857143,2,34.1,0.35,3.055555556,0.4,0.136363636,2.35,2.954545455,2.315789474,23
39,14,3,100,232,79,71.66666667,5.714285714,7,23.33333333,0,3.333333333,0.666666667,0,2.333333333,2.666666667,1.333333333,3
9,9,4,100,574,170,103.5083333,23.71428571,1,32.2,0.25,3.263157895,0.631578947,0.391304348,2.166666667,3.818181818,2.105263158,24
4,25,3,70,2286,128.8290323,113.1612903,26.71428571,5,28.94736842,0.473684211,2.8125,0.263157895,0.064516129,2.421052632,4.225806452,2.375,31
57,17,2,60,1724,39.9,32.01870588,51.07142857,3,31.78947368,0.428571429,2.87037037,0.444444444,0.166666667,2.351851852,2.484848485,2.320754717,85
73,32,3,100,162,180,154,3.642857143,5,22,0.2,3,0,0.2,2.2,2.2,1.8,6
1,25,3,60,2015,99.25588235,68.05588235,36.57142857,4,29.28301887,0.41509434,2.87755102,0.42,0.186440678,2.36,2.793103448,2.28,68
0,4,3,90,507,129,128,9.857142857,6,32.5,0.25,2.857142857,0.625,0.333333333,2.142857143,3.777777778,2,9
41,25,2,50,1338,69.9,55.3137931,43.42857143,1,29.58333333,0.333333333,2.916666667,0.5,0.5,2.083333333,2.923076923,2.409090909,29
21,33,4,100,390,160.3,133.3333333,2.214285714,4,20,1,4,0,0,2,8,2,3
65,24,3,100,313,240,190.8333333,7.285714286,3,33.33333333,0.166666667,3.333333333,0.5,0.5,2.166666667,2.833333333,1.333333333,6
38,29,3,80,572,67.06636364,55.085,33.35714286,6,34.82352941,0.294117647,3.0625,0.588235294,0.047619048,2.529411765,2.857142857,2.411764706,22
73,32,3,100,324,180,146,4.071428571,5,24,0.2,3.2,0.2,0.4,2.2,2.6,1.75,6
58,24,3,100,949,183,176.703125,22.78571429,5,30,0.142857143,3.357142857,0.428571429,0.080645161,2.214285714,8.177419355,1.846153846,64
23,25,3,100,640,69.9,59.23333333,40.57142857,3,32.66666667,0.666666667,3.125,0.222222222,0,2.375,2.555555556,2.444444444,12
52,32,3,100,1898,240.4375,192.6875,54.21428571,5,30,0.2,3.4,0.8,0.5,2.1,4.571428571,2.2,16
67,9,4,100,1509,147.3265116,119.1109302,220.8571429,6,36.24,0.44,3.04,0.84,0.212121212,2.08,3.75,2.08,43
74,2,3,60,147,69,55.28,13.28571429,1,23.75,0.5,3.25,0.125,0.444444444,2.5,3,1.857142857,9
12,2,3,90,598,66.42068966,54.18068966,16.35714286,4,28.18181818,0.363636364,2.9,0.55,0.36,2.25,3.24,1.857142857,29
20,9,3,60,251,119,110.4333333,14.85714286,6,36.66666667,0,2.666666667,0.333333333,0,2,3,2,9
24,10,3,100,1321,88.84214876,38.53553719,116.5,5,30.36363636,0.151515152,3,0.538461538,0.263888889,2.328125,2.647887324,2.153846154,121
11,17,2,40,130,66,66,5.714285714,5,30,0,2,0,0,2,2,1,1
